epochs,hidden,n_hidden_layers,best_epoch,stop_epoch,loss_train,loss_val,loss_test,mae_train,mae_val,mae_test,pred,true,modelo,k,target_date
1000,2,4,1000,1000,1539.129150390625,1172.7962646484375,1322.8175048828125,29.68462371826172,30.2412052154541,28.496376037597656,0.7942983508110046,35.327911376953125,GCN,3,2024-05-04
100,6,4,100,100,1574.495849609375,1208.8668212890625,1356.8270263671875,30.2358455657959,30.831817626953125,29.086994171142578,0.20368561148643494,35.327911376953125,GCN,3,2024-05-04
200,6,4,200,200,1568.4713134765625,1202.7235107421875,1351.0318603515625,30.136056900024414,30.732027053833008,28.987201690673828,0.30347326397895813,35.327911376953125,GCN,3,2024-05-04
400,6,4,400,400,1556.5096435546875,1190.524658203125,1339.52783203125,29.941598892211914,30.532913208007812,28.7880859375,0.5025904178619385,35.327911376953125,GCN,3,2024-05-04
500,6,4,500,500,1550.57177734375,1184.46826171875,1333.8182373046875,29.848730087280273,30.43357276916504,28.68874740600586,0.6019302010536194,35.327911376953125,GCN,3,2024-05-04
1000,6,4,1000,1000,1521.2945556640625,1154.6014404296875,1305.677734375,29.44538116455078,29.93886375427246,28.212068557739258,1.0966393947601318,35.327911376953125,GCN,3,2024-05-04
100,12,4,100,100,1446.569091796875,1070.609130859375,1231.1748046875,28.6740665435791,28.621070861816406,27.290821075439453,2.506687641143799,35.327911376953125,GCN,3,2024-05-04
200,12,4,179,200,636.4918823242188,167.89370727539062,442.82781982421875,21.837488174438477,9.593056678771973,18.289766311645508,33.76523971557617,35.327911376953125,GCN,3,2024-05-04
400,12,4,179,239,636.4918823242188,167.89370727539062,442.82781982421875,21.837488174438477,9.593056678771973,18.289766311645508,33.76523971557617,35.327911376953125,GCN,3,2024-05-04
500,12,4,179,239,636.4918823242188,167.89370727539062,442.82781982421875,21.837488174438477,9.593056678771973,18.289766311645508,33.76523971557617,35.327911376953125,GCN,3,2024-05-04
1000,12,4,179,239,636.4918823242188,167.89370727539062,442.82781982421875,21.837488174438477,9.593056678771973,18.289766311645508,33.76523971557617,35.327911376953125,GCN,3,2024-05-04
100,24,4,87,100,636.3424682617188,167.2313995361328,441.99395751953125,21.806808471679688,9.513040542602539,18.34069061279297,33.53213882446289,35.327911376953125,GCN,3,2024-05-04
200,24,4,106,166,636.4901733398438,167.23043823242188,442.3872375488281,21.84038543701172,9.591015815734863,18.270463943481445,33.8060302734375,35.327911376953125,GCN,3,2024-05-04
400,24,4,106,166,636.4901733398438,167.23043823242188,442.3872375488281,21.84038543701172,9.591015815734863,18.270463943481445,33.8060302734375,35.327911376953125,GCN,3,2024-05-04
500,24,4,106,166,636.4901733398438,167.23043823242188,442.3872375488281,21.84038543701172,9.591015815734863,18.270463943481445,33.8060302734375,35.327911376953125,GCN,3,2024-05-04
1000,24,4,106,166,636.4901733398438,167.23043823242188,442.3872375488281,21.84038543701172,9.591015815734863,18.270463943481445,33.8060302734375,35.327911376953125,GCN,3,2024-05-04
100,2,6,100,100,1549.504150390625,1181.9224853515625,1332.751953125,29.83122444152832,30.410903930664062,28.676694869995117,0.6186609268188477,35.327911376953125,GCN,3,2024-05-04
200,2,6,200,200,1527.921875,1159.051025390625,1311.949462890625,29.526704788208008,30.044069290161133,28.322772979736328,0.9827015995979309,35.327911376953125,GCN,3,2024-05-04
400,2,6,400,400,1423.6649169921875,1047.4583740234375,1211.2996826171875,28.4705810546875,28.200576782226562,27.17647361755371,2.8131418228149414,35.327911376953125,GCN,3,2024-05-04
500,2,6,500,500,1339.870361328125,957.2357788085938,1130.3736572265625,27.669187545776367,26.623306274414062,26.571712493896484,4.379208087921143,35.327911376953125,GCN,3,2024-05-04
1000,2,6,1000,1000,826.7733764648438,390.8437805175781,634.2997436523438,22.937938690185547,16.414718627929688,22.707496643066406,17.74241828918457,35.327911376953125,GCN,3,2024-05-04
100,6,6,100,100,1532.558837890625,1164.164306640625,1316.411865234375,29.59131622314453,30.12394905090332,28.392925262451172,0.9046225547790527,35.327911376953125,GCN,3,2024-05-04
200,6,6,200,200,1479.446533203125,1107.3681640625,1265.1495361328125,29.003406524658203,29.202293395996094,27.661102294921875,1.8193302154541016,35.327911376953125,GCN,3,2024-05-04
400,6,6,400,400,1218.5296630859375,825.6984252929688,1012.9577026367188,26.53202247619629,24.151655197143555,25.62132453918457,6.8388872146606445,35.327911376953125,GCN,3,2024-05-04
500,6,6,500,500,1016.845947265625,604.56298828125,817.8135986328125,24.758085250854492,20.638261795043945,24.202728271484375,11.635540962219238,35.327911376953125,GCN,3,2024-05-04
1000,6,6,1000,1000,673.3849487304688,192.4171600341797,484.24896240234375,22.43720054626465,9.70065975189209,19.72098159790039,29.80644989013672,35.327911376953125,GCN,3,2024-05-04
100,12,6,100,100,1229.185546875,833.939208984375,1017.4559936523438,26.56637191772461,24.417097091674805,25.532197952270508,6.858408451080322,35.327911376953125,GCN,3,2024-05-04
200,12,6,129,189,638.677734375,166.9013214111328,442.32330322265625,21.892250061035156,9.4423189163208,18.305692672729492,33.49246597290039,35.327911376953125,GCN,3,2024-05-04
400,12,6,129,189,638.677734375,166.9013214111328,442.32330322265625,21.892250061035156,9.4423189163208,18.305692672729492,33.49246597290039,35.327911376953125,GCN,3,2024-05-04
500,12,6,129,189,638.677734375,166.9013214111328,442.32330322265625,21.892250061035156,9.4423189163208,18.305692672729492,33.49246597290039,35.327911376953125,GCN,3,2024-05-04
1000,12,6,129,189,638.677734375,166.9013214111328,442.32330322265625,21.892250061035156,9.4423189163208,18.305692672729492,33.49246597290039,35.327911376953125,GCN,3,2024-05-04
100,24,6,84,100,637.7511596679688,165.57745361328125,440.8108825683594,21.88926124572754,9.478962898254395,18.218059539794922,33.739463806152344,35.327911376953125,GCN,3,2024-05-04
200,24,6,84,144,637.7511596679688,165.57745361328125,440.8108825683594,21.88926124572754,9.478962898254395,18.218059539794922,33.739463806152344,35.327911376953125,GCN,3,2024-05-04
400,24,6,84,144,637.7511596679688,165.57745361328125,440.8108825683594,21.88926124572754,9.478962898254395,18.218059539794922,33.739463806152344,35.327911376953125,GCN,3,2024-05-04
500,24,6,84,144,637.7511596679688,165.57745361328125,440.8108825683594,21.88926124572754,9.478962898254395,18.218059539794922,33.739463806152344,35.327911376953125,GCN,3,2024-05-04
1000,24,6,84,144,637.7511596679688,165.57745361328125,440.8108825683594,21.88926124572754,9.478962898254395,18.218059539794922,33.739463806152344,35.327911376953125,GCN,3,2024-05-04
100,2,2,100,100,1338.599853515625,967.9752807617188,1130.5618896484375,27.675355911254883,26.64036750793457,26.571664810180664,4.395132541656494,35.327911376953125,GCN,61,2024-05-04
200,2,2,200,200,1080.1131591796875,702.8673706054688,884.8384399414062,25.42143440246582,22.038536071777344,24.76059341430664,9.949929237365723,35.327911376953125,GCN,61,2024-05-04
